seedling_tag,block_id_plot_id,cohort,quadrant,date,tree_sp,status,environment,microsite,diameter_mm,height_cm,ground_bare,ground_ash,ground_litt,ground_rock,ground_basal,ground_wood,ground_other,ground_total,cover_tree,cover_shrub,cover_forb,cover_gram,cover_fern,cover_lupin,shrub_1_cover,shrub_2_cover,shrub_3_cover,shrub_4_cover,shrub_2m_cover,cover_total,shrub_1_sp,shrub_2_sp,shrub_3_sp,shrub_4_sp,shrub_2m_sp,notes,qaqc_done,qaqc_notes,order,paper,collection,square_number,tree_species,qaqc,live_status_spring2024,newgrowth_mm,duplicate,recorder,live_status_spring2024_dnf_did_not_find,new_growth_cm,genetics,dup_id
499,REMO-PLANT-38,NA,NW,NA,SEGI,NA,Clump (Overtopped),shrub,5.3,28.2,65,NA,35,0,NA,0,0,NA,5,10,NA,0,0,0,5,5,0,0,30,15,CEIN,SEGI,NONE,NONE,CEIN,NA,TRUE,NA,NA,NA,spring2024,NA,NA,NA,L,NA,NA,NA,NA,2.6,NONLOC,NA
497,REMO-PLANT-38,NA,NW,NA,SEGI,NA,Clump (Overtopped),shrub,5.2,31.1,75,0,25,NA,NA,0,0,NA,5,10,0,0,0,0,10,5,0,0,30,15,CEIN,SEGI,NONE,NONE,CEIN,NA,TRUE,NA,NA,NA,spring2024,NA,NA,NA,L,NA,NA,NA,NA,3.4,NONLOC,NA
4401,REMO-PLANT-38,NA,NW,NA,SEGI,NA,Clump,0,6.1,28.1,85,0,15,0,NA,0,0,NA,10,10,NA,0,0,0,10,0,0,0,25,20,CEIN,NONE,NONE,NONE,CEIN,NA,TRUE,NA,NA,NA,spring2024,NA,NA,NA,L,NA,NA,NA,NA,3.9,NONLOC,NA
1378,REMO-PLANT-39,NA,NE,NA,SEGI,NA,Open,0,5,30.3,95,0,5,NA,0,0,0,NA,0,10,75,0,0,0,NA,10,0,0,15,75,CECO,CEIN,NONE,NONE,CEIN,NA,TRUE,NA,NA,NA,spring2024,NA,NA,NA,L,NA,NA,NA,NA,2,NONLOC,NA
1388,REMO-PLANT-39,NA,NE,NA,SEGI,NA,Open,0,4.6,25.2,75,0,5,20,NA,NA,NA,NA,0,10,25,0,0,0,5,5,0,0,55,30,CEIN,CEPA,NONE,NONE,CEPA,NA,TRUE,NA,NA,NA,spring2024,NA,NA,NA,L,NA,NA,NA,NA,0.2,NONLOC,NA
26,REMO-PLANT-41,NA,SE,NA,SEGI,NA,Open,0,4.8,19.6,60,0,30,0,NA,5,5,NA,NA,10,5,0,0,0,NA,10,0,0,15,15,SEGI,SAME,NONE,NONE,CEIN,NA,TRUE,NA,NA,NA,spring2024,NA,NA,NA,L,NA,NA,NA,NA,2.9,NONLOC,NA
240,REMO-PLANT-42,NA,SE,NA,SEGI,NA,Open,0,2,7.6,85,0,15,NA,NA,0,0,NA,0,10,50,0,0,0,10,0,0,0,10,60,CEPA,NONE,NONE,NONE,CEIN,very sad,TRUE,NA,NA,NA,spring2024,NA,NA,NA,L,NA,NA,NA,NA,0,NA,NA
4159,REMO-PLANT-42,NA,SE,NA,PIPOJE,NA,Open,0,2.94,15.1,75,0,15,10,NA,0,0,NA,0,10,20,0,0,0,10,0,0,0,5,25,RIRO,NONE,NONE,NONE,CEPA,NA,TRUE,NA,NA,NA,spring2024,NA,NA,NA,L,NA,NA,NA,NA,3.6,NA,NA
263,REMO-PLANT-42,NA,NW,NA,PIXX,NA,Open,0,2.9,15.7,80,0,15,5,NA,0,0,NA,0,10,10,0,0,0,10,0,0,0,35,20,CECO,NONE,NONE,NONE,CECO,NA,TRUE,NA,NA,NA,spring2024,NA,NA,NA,L,NA,NA,NA,NA,3.3,NA,NA
381,REMO-PLANT-45,NA,NE,NA,PIPOJE,NA,Open,0,3.5,14.2,35,0,40,0,NA,0,25,NA,NA,10,15,0,0,0,10,0,0,0,60,25,CEPA,NONE,NONE,NONE,CEPA,SPLIT PLUG,TRUE,NA,NA,NA,spring2024,NA,NA,NA,L,NA,NA,NA,NA,4.5,NA,NA
382,REMO-PLANT-45,NA,NE,NA,PIPOJE,NA,Open,0,3,14,35,0,40,0,NA,0,25,NA,NA,10,15,0,0,0,10,0,0,0,60,25,CEPA,NONE,NONE,NONE,CEPA,SPLIT PLUG,TRUE,NA,NA,NA,spring2024,NA,NA,NA,L,NA,NA,NA,NA,6.8,NA,NA
389,REMO-PLANT-45,NA,NW,NA,SEGI,NA,Clump,0,3.2,7.8,5,0,80,0,NA,NA,15,NA,5,10,0,30,0,0,NA,NA,5,0,75,45,CEIN,CEPA,ROBR,NONE,CEPA,NA,TRUE,NA,NA,NA,spring2024,NA,NA,NA,L,NA,NA,NA,NA,2.1,NA,NA
3150,REMO-PLANT-45,NA,NE,NA,SEGI,NA,Clump,0,3,13.4,70,0,25,0,NA,0,5,NA,NA,10,25,0,0,0,10,0,0,0,25,35,CEIN,NONE,NONE,NONE,CEPA,NA,TRUE,NA,NA,NA,spring2024,NA,NA,NA,L,NA,NA,NA,NA,1.6,NA,NA
3175,REMO-PLANT-45,NA,NE,NA,SEGI,NA,Clump,0,3.2,10.2,35,0,60,0,NA,0,5,NA,NA,10,30,0,0,0,10,0,0,0,40,35,CEPA,NONE,NONE,NONE,CEPA,NA,TRUE,NA,NA,NA,spring2024,NA,NA,NA,L,NA,NA,NA,NA,2.6,NA,NA
3183,REMO-PLANT-45,NA,NE,NA,SEGI,NA,Clump,0,5.2,12,45,0,50,0,NA,0,5,NA,NA,10,25,0,0,0,5,0,0,0,25,30,CEIN,NONE,NONE,NONE,CEPA,NA,TRUE,NA,NA,NA,spring2024,NA,NA,NA,L,NA,NA,NA,NA,2.3,NA,NA
108,REMO-PLANT-46,NA,NW,NA,SEGI,NA,Clump (Overtopped),0,5.3,20.2,40,0,50,0,NA,10,0,NA,0,10,5,0,0,0,15,0,0,0,15,15,CEPA,NONE,NONE,NONE,CEPA,NA,TRUE,NA,NA,NA,spring2024,NA,NA,NA,L,NA,NA,NA,NA,3.3,NA,NA
3122,REMO-PLANT-50,NA,NE,NA,PIPOJE,NA,Overtopped,0,3.4,12.1,85,0,15,NA,NA,0,0,NA,0,10,0,0,0,0,10,0,0,0,5,10,CEPA,NONE,NONE,NONE,CEPA,NA,FALSE,NA,NA,NA,spring2024,NA,NA,NA,L,NA,NA,NA,NA,2.9,NA,NA
472,REMO-PLANT-50,NA,NE,NA,SEGI,NA,Clump,0,2.7,10.7,80,0,20,NA,NA,0,0,NA,NA,10,0,0,0,0,10,NA,0,0,30,10,CEIN,SEGI,NONE,NONE,CEIN,NA,FALSE,NA,NA,NA,spring2024,NA,NA,NA,L,NA,NA,NA,NA,2.1,NA,NA
474,REMO-PLANT-50,NA,NE,NA,SEGI,NA,Clump,0,3.5,15,95,0,5,0,NA,0,0,NA,0,10,0,0,0,0,10,0,0,0,30,10,CEIN,NONE,NONE,NONE,CEIN,NA,TRUE,NA,NA,NA,spring2024,NA,NA,NA,L,NA,NA,NA,NA,2.7,NA,NA
3134,REMO-PLANT-50,NA,NE,NA,SEGI,NA,NA,0,3.4,12.5,60,0,40,0,NA,0,0,NA,5,10,0,0,0,0,10,5,0,0,80,15,CEIN,SEGI,NONE,NONE,CEIN,NA,TRUE,NA,NA,NA,spring2024,NA,NA,NA,L,NA,NA,NA,NA,2.1,NA,NA
3116,REMO-PLANT-50,NA,NE,NA,SEGI,NA,Clump,0,3.6,16.5,55,0,45,0,NA,NA,0,NA,5,10,0,0,0,0,5,5,5,0,55,15,CEPA,CEIN,SEGI,NONE,CEPA,NA,TRUE,NA,NA,NA,spring2024,NA,NA,NA,L,NA,NA,NA,NA,4.7,NA,NA
3042,REMO-PLANT-50,NA,SE,NA,SEGI,NA,Clump,0,2.5,9.6,80,0,20,0,NA,0,0,NA,NA,10,10,0,0,0,NA,10,0,0,15,20,RIRO,CEPA,NONE,NONE,CEPA,NA,TRUE,NA,NA,NA,spring2024,NA,NA,NA,L,NA,NA,NA,NA,1.5,NA,NA
3049,REMO-PLANT-50,NA,SE,NA,SEGI,NA,Clump (Overtopped),shrub,2.4,9,70,0,30,NA,NA,0,0,NA,NA,10,45,0,0,0,10,0,0,0,45,45,CEPA,NONE,NONE,NONE,CEPA,NA,TRUE,NA,NA,NA,spring2024,NA,NA,NA,L,NA,NA,NA,NA,0.8,NA,NA
462,REMO-PLANT-50,NA,SE,NA,SEGI,NA,Clump,0,2.6,7,55,0,40,NA,NA,5,0,NA,0,10,0,0,0,0,5,5,0,0,45,10,CEPA,CEPA,NONE,NONE,CEIN,NA,TRUE,NA,NA,NA,spring2024,NA,NA,NA,L,NA,NA,NA,NA,4.2,NA,NA
1207,REMO-PLANT-01,NA,NE,NA,SEGI,NA,Open,0,1.7,12.7,80,NA,15,NA,NA,5,0,NA,0,15,15,NA,0,0,15,0,0,0,45,35,CEIN,NONE,NONE,NONE,CEIN,NA,TRUE,NA,NA,NA,spring2024,NA,NA,NA,L,NA,NA,NA,NA,0.9,na,NA
449,REMO-PLANT-02,NA,NE,NA,PIXX,NA,Overtopped,0,5,12.6,95,0,5,0,0,0,0,100,0,15,0,0,0,0,15,0,0,0,25,15,CEPA,NONE,NONE,NONE,CEPA,NA,TRUE,NA,NA,NA,spring2024,NA,NA,NA,L,NA,NA,NA,NA,3.8,NA,NA
4106,REMO-PLANT-06,NA,NW,NA,PIPOJE,NA,Open,0,3.2,21.2,85,0,15,NA,NA,NA,0,NA,0,15,0,0,0,0,15,0,0,0,30,15,CEPA,NONE,NONE,NONE,CEPA,NA,TRUE,NA,NA,NA,spring2024,NA,NA,NA,L,NA,NA,NA,NA,5.2,NA,NA
4322,REMO-PLANT-06,NA,SW,NA,SEGI,NA,Clump,0,1.7,9.5,60,0,30,5,0,5,0,100,0,15,NA,0,0,0,15,0,0,0,10,15,CEPA,NONE,NONE,NONE,CEPA,NA,TRUE,NA,NA,NA,spring2024,NA,NA,NA,L,NA,NA,NA,NA,1.2,LOC,NA
1203,REMO-PLANT-09,NA,NE,NA,PILA,NA,Open,0,2.6,14.9,75,0,15,0,NA,10,NA,NA,0,15,5,5,0,0,5,10,0,0,30,25,SAME,CEIN,NONE,NONE,CEIN,SENSOR,TRUE,NA,NA,NA,spring2024,NA,NA,NA,L,NA,NA,NA,NA,2,NA,NA
4118,REMO-PLANT-10,NA,SE,NA,PIPOJE,NA,Open,0,2.9,11.7,75,0,25,NA,NA,0,0,NA,5,15,5,10,0,0,5,NA,15,0,30,35,SEGI,PIPOJE,CEIN,NONE,CEIN,NA,TRUE,NA,NA,NA,spring2024,NA,NA,NA,L,NA,NA,NA,NA,3.5,NA,NA
4383,REMO-PLANT-10,NA,SW,NA,PIPOJE,NA,Clump (Overtopped),0,2.5,13.2,85,0,10,NA,NA,5,0,NA,NA,15,10,0,0,0,15,NA,0,0,5,25,CEPA,PIPOJE,NONE,NONE,CEPA,NA,TRUE,NA,NA,NA,spring2024,NA,NA,NA,L,NA,NA,NA,NA,4.8,NA,NA
213,REMO-PLANT-11,NA,NA,NA,PIXX,NA,Open,0,2.9,14.3,70,0,30,0,NA,NA,0,NA,0,15,10,0,0,0,0,0,0,0,85,25,NONE,NONE,NONE,NONE,LUPIN,NA,TRUE,NA,NA,NA,spring2024,NA,NA,NA,L,NA,NA,NA,NA,3.2,NA,NA
3070,REMO-PLANT-16,NA,SE,NA,PIPOJE,NA,Open,0,4.3,13.6,80,0,15,0,NA,5,NA,NA,5,15,0,0,0,0,15,5,0,0,65,20,CEPA,SEGI,NONE,NONE,CEPA,NA,TRUE,NA,NA,NA,spring2024,NA,NA,NA,L,NA,NA,NA,NA,4.2,NA,NA
10,REMO-PLANT-16,NA,SE,NA,SEGI,NA,Clump,0,4.6,15,25,0,70,0,NA,NA,5,NA,10,15,0,0,0,0,10,15,0,0,10,25,SEGI,CEPA,NONE,NONE,CEPA,NA,TRUE,NA,NA,NA,spring2024,NA,NA,NA,L,NA,NA,NA,NA,4.3,NONLOC,NA
1495,REMO-PLANT-17,NA,SE,NA,PILA,NA,Open,0,3.2,17.6,75,0,10,0,0,15,0,100,0,15,0,0,0,0,15,0,0,0,85,15,CEPA,NONE,NONE,NONE,CEPA,NA,TRUE,NA,NA,NA,spring2024,NA,NA,NA,L,NA,NA,NA,NA,4.3,NA,NA
4667,REMO-PLANT-18,NA,NW,NA,PIXX,NA,Overtopped,0,4,12.2,50,0,50,NA,NA,0,0,NA,0,15,90,0,0,NA,15,0,0,0,15,90,CEIN,NONE,NONE,NONE,CEIN,MUNCHED TOP,TRUE,NA,NA,NA,spring2024,NA,NA,NA,L,NA,NA,NA,NA,1.4,NA,NA
122,REMO-PLANT-19,NA,NW,NA,SEGI,NA,Clump,0,2.5,13.5,70,0,20,0,NA,0,10,NA,0,15,5,0,0,0,15,5,0,0,85,15,CEPA,ROBR,NONE,NONE,CEPA,"SAD, DEAD TOP",TRUE,NA,NA,NA,spring2024,NA,NA,NA,L,NA,NA,NA,NA,0.4,LOC,NA
4475,REMO-PLANT-19,NA,NE,NA,SEGI,NA,Clump,0,1.5,9.2,20,NA,20,5,NA,NA,55,NA,NA,15,NA,0,0,0,NA,15,0,0,10,15,SEGI,CEPA,NONE,NONE,CEPA,NA,TRUE,NA,NA,NA,spring2024,NA,NA,NA,D,NA,NA,NA,NA,0,LOC,NA
4471,REMO-PLANT-20,NA,SW,NA,SEGI,NA,Overtopped,0,1.1,6.8,60,0,15,10,0,0,15,100,0,15,0,0,0,0,15,NA,0,0,45,15,CEIN,RIRO,NONE,NONE,CEIN,NA,TRUE,NA,NA,NA,spring2024,NA,NA,NA,D,NA,NA,NA,NA,0,NA,NA
3007,REMO-PLANT-33,NA,SE,NA,PIXX,NA,Overtopped,shrub,3.24,14.8,15,0,60,20,NA,5,0,NA,0,15,15,0,0,0,10,5,0,0,20,25,COCO,RUPA,NONE,NONE,COCO,NA,TRUE,NA,NA,NA,spring2024,NA,NA,NA,L,NA,NA,NA,NA,4.2,NA,NA
3005,REMO-PLANT-33,NA,NW,NA,SEGI,NA,Clump,0,3.8,6.4,30,0,65,0,0,5,0,100,0,15,15,0,0,0,15,0,0,0,0,30,CEIN,NONE,NONE,NONE,NONE,NA,TRUE,NA,NA,NA,spring2024,NA,NA,NA,L,NA,NA,NA,NA,2.5,NA,NA
3198,REMO-PLANT-33,NA,NW,NA,PIXX,NA,Clump,0,3.4,15.1,75,0,20,0,NA,5,0,NA,NA,15,5,15,0,0,NA,15,0,0,30,35,PIXX,CEIN,NONE,NONE,CEIN,NA,TRUE,NA,NA,NA,spring2024,NA,NA,NA,L,NA,NA,NA,NA,7.6,NA,NA
4180,REMO-PLANT-37,NA,NW,NA,SEGI,NA,Clump,ditch,3,17.3,65,0,30,NA,NA,0,5,NA,0,15,0,0,0,0,0,0,0,0,5,15,NONE,NONE,NONE,NONE,CECO,NA,TRUE,NA,NA,NA,spring2024,NA,NA,NA,L,NA,NA,NA,NA,2.6,LOC,NA
4113,REMO-PLANT-37,NA,SW,NA,PIXX,NA,Open,0,3.6,13.2,95,0,0,NA,NA,5,0,NA,0,15,15,0,0,0,15,0,0,0,30,30,CEPA,NONE,NONE,NONE,CEPA,NA,TRUE,NA,NA,NA,spring2024,NA,NA,NA,L,NA,NA,NA,NA,0,NA,NA
356,REMO-PLANT-38,NA,SW,NA,PIPOJE,NA,Open,0,3.9,16.2,85,NA,15,0,NA,0,0,NA,0,15,NA,0,0,0,15,0,0,0,15,15,CEIN,NONE,NONE,NONE,CEIN,NA,TRUE,NA,NA,NA,spring2024,NA,NA,NA,L,NA,NA,NA,NA,7,NA,NA
492,REMO-PLANT-38,NA,NW,NA,SEGI,NA,Clump,0,6.3,32.9,80,NA,20,0,NA,0,0,NA,5,15,0,0,0,0,15,5,0,0,55,20,CEIN,SEGI,NONE,NONE,CEIN,NA,TRUE,NA,NA,NA,spring2024,NA,NA,NA,L,NA,NA,NA,NA,1.9,NONLOC,NA
241,REMO-PLANT-42,NA,SW,NA,SEGI,NA,Open,0,3.5,16.8,85,0,15,NA,NA,0,0,NA,0,15,15,0,0,0,15,5,0,0,30,30,COCO,RIRO,NONE,NONE,COCO,NA,TRUE,NA,NA,NA,spring2024,NA,NA,NA,L,NA,NA,NA,NA,2.4,NA,NA
3024,REMO-PLANT-45,NA,SE,NA,SEGI,NA,Clump,depression,4.2,9,90,0,5,0,NA,0,5,NA,0,15,35,0,0,0,15,0,0,0,10,50,SAME,NONE,NONE,NONE,SAME,NA,TRUE,NA,NA,NA,spring2024,NA,NA,NA,L,NA,NA,NA,NA,0.6,NA,NA
3149,REMO-PLANT-45,NA,NE,NA,SEGI,NA,Clump (Overtopped),0,4.2,13.2,20,0,60,0,NA,0,20,NA,NA,15,70,0,0,0,15,0,0,0,25,90,CEPA,NONE,NONE,NONE,CEPA,NA,TRUE,NA,NA,NA,spring2024,NA,NA,NA,L,NA,NA,NA,NA,5,NA,NA
3177,REMO-PLANT-45,NA,NE,NA,SEGI,NA,Clump,0,3.7,16,60,0,40,0,NA,0,0,NA,NA,15,20,0,0,0,15,0,0,0,25,30,CEPA,NONE,NONE,NONE,CEPA,NA,TRUE,NA,NA,NA,spring2024,NA,NA,NA,L,NA,NA,NA,NA,5,NA,NA
281,REMO-PLANT-46,NA,NW,NA,SEGI,NA,Open,0,4.3,15.1,75,NA,15,0,NA,10,0,NA,NA,15,0,0,0,10,15,NA,0,0,10,25,CEPA,SEGI,NONE,NONE,CEPA,NA,TRUE,NA,NA,NA,spring2024,NA,NA,NA,L,NA,NA,NA,NA,2.7,NA,NA
106,REMO-PLANT-46,NA,NW,NA,SEGI,NA,Clump (Overtopped),0,2.9,20.5,50,0,40,0,NA,10,0,NA,0,15,5,0,0,0,15,0,0,0,15,20,CEPA,NONE,NONE,NONE,CEPA,NA,TRUE,NA,NA,NA,spring2024,NA,NA,NA,L,NA,NA,NA,NA,2.4,NA,NA
132,REMO-PLANT-46,NA,SE,NA,PIPOJE,NA,Clump (Overtopped),0,2.7,11.6,20,0,25,0,NA,0,5,NA,0,15,35,0,20,15,15,5,0,0,60,50,CEPA,RULE,NONE,NONE,FERN,NA,TRUE,NA,NA,NA,spring2024,NA,NA,NA,L,NA,NA,NA,NA,2.4,NA,NA
144,REMO-PLANT-46,NA,SW,NA,SEGI,NA,Clump,0,3.4,15,80,0,15,NA,NA,5,0,NA,NA,15,10,0,0,NA,15,NA,0,0,15,25,CEPA,SEGI,NONE,NONE,LUPIN,"DEAD TOP, MUNCHED TOP",TRUE,NA,NA,NA,spring2024,NA,NA,NA,L,NA,NA,NA,NA,1.5,NA,NA
1315,REMO-PLANT-48,NA,SW,NA,PILA,NA,Overtopped,0,2.4,16.8,90,0,10,NA,NA,0,0,NA,0,15,50,0,50,0,15,0,0,0,75,65,CEPA,NONE,NONE,NONE,FERN,SAD,TRUE,NA,NA,NA,spring2024,NA,NA,NA,L,NA,NA,NA,NA,2.1,NA,NA
3126,REMO-PLANT-50,NA,NE,NA,SEGI,NA,Clump,0,3.6,10.8,80,0,20,NA,NA,NA,0,NA,0,15,0,0,0,0,10,0,0,0,45,15,CEIN,NONE,NONE,NONE,CEIN,NA,TRUE,NA,NA,NA,spring2024,NA,NA,NA,L,NA,NA,NA,NA,2.5,NA,NA
3118,REMO-PLANT-50,NA,NE,NA,SEGI,NA,Clump (Overtopped),0,3.1,11.4,55,0,40,5,NA,NA,0,NA,0,15,NA,0,0,0,15,0,0,0,55,15,CEPA,NONE,NONE,NONE,CEPA,NA,TRUE,NA,NA,NA,spring2024,NA,NA,NA,L,NA,NA,NA,NA,3.4,NA,NA
380,REMO-PLANT-50,NA,SE,NA,PILA,NA,Open,0,3.1,20.1,90,0,10,0,NA,0,0,NA,0,15,0,0,0,0,15,0,0,0,30,15,CEIN,NONE,NONE,NONE,CEIN,NA,TRUE,NA,NA,NA,spring2024,NA,NA,NA,L,NA,NA,NA,NA,3.3,NA,NA
465,REMO-PLANT-50,NA,SE,NA,PIPOJE,NA,Clump,0,3.6,15.4,50,0,45,NA,NA,5,0,NA,NA,15,0,0,0,0,5,10,0,0,40,15,CEPA,CEIN,NONE,NONE,CEPA,NA,TRUE,NA,NA,NA,spring2024,NA,NA,NA,L,NA,NA,NA,NA,6,NA,NA
463,REMO-PLANT-50,NA,SE,NA,SEGI,NA,Clump,0,3.3,14.1,55,0,40,0,NA,5,0,NA,0,15,0,0,0,0,15,NA,0,0,45,15,CEIN,CEPA,NONE,NONE,CEIN,NA,TRUE,NA,NA,NA,spring2024,NA,NA,NA,L,NA,NA,NA,NA,6.3,NA,NA
372,REMO-PLANT-16,NA,SW,NA,PIXX,NA,Open,0,3.4,12.9,50,0,50,0,NA,0,0,NA,0,20,0,0,0,0,20,0,0,0,35,20,CEPA,NONE,NONE,NONE,CEPA,NA,TRUE,NA,NA,NA,spring2024,NA,NA,NA,L,NA,NA,NA,NA,3.2,NA,NA
369,REMO-PLANT-16,NA,SW,NA,SEGI,NA,Clump,0,4.6,25,65,0,35,0,NA,NA,0,NA,0,20,0,0,0,0,20,0,0,0,15,20,CEPA,NONE,NONE,NONE,CEPA,NA,TRUE,NA,NA,NA,spring2024,NA,NA,NA,L,NA,NA,NA,NA,2.6,NONLOC,NA
363,REMO-PLANT-16,NA,SW,NA,PIXX,NA,Open,0,3.3,13.6,20,0,80,0,NA,0,0,NA,0,20,60,NA,0,0,NA,20,0,0,5,75,RIRO,CEPA,NONE,NONE,CEPA,NA,TRUE,NA,NA,NA,spring2024,NA,NA,NA,L,NA,NA,NA,NA,3.4,NA,NA
4616,REMO-PLANT-18,NA,SW,NA,SEGI,NA,Clump,0,1.8,14.7,70,0,20,5,NA,5,0,NA,NA,20,0,0,0,0,NA,10,10,0,25,20,RULE,ROBR,CEIN,NONE,CEIN,SAD,TRUE,NA,NA,NA,spring2024,NA,NA,NA,L,NA,NA,NA,NA,0,NA,NA
4648,REMO-PLANT-18,NA,SE,NA,SEGI,NA,Clump,0,2.4,15.5,75,0,20,5,NA,0,0,NA,NA,20,10,0,0,5,5,20,0,0,30,35,SEGI,ROBR,NONE,NONE,CEPA,NA,TRUE,NA,NA,NA,spring2024,NA,NA,NA,L,NA,NA,NA,NA,2.8,NA,NA
4646,REMO-PLANT-18,NA,SE,NA,SEGI,NA,Clump (Overtopped),0,2.5,13.4,70,0,30,NA,NA,0,0,NA,NA,20,15,0,0,5,NA,25,0,0,30,40,SEGI,ROBR,NONE,NONE,CEPA,robr,TRUE,NA,NA,NA,spring2024,NA,NA,NA,L,NA,NA,NA,NA,1.8,NA,NA
4435,REMO-PLANT-19,NA,NE,NA,SEGI,NA,Overtopped,shrub,3.1,13.6,75,0,25,0,NA,NA,0,NA,0,20,0,0,0,0,5,10,10,0,25,20,CEPA,RUPA,ROBR,NONE,CEPA,NA,TRUE,NA,NA,NA,spring2024,NA,NA,NA,L,NA,NA,NA,NA,1.8,LOC,NA
123,REMO-PLANT-19,NA,NW,NA,SEGI,NA,Clump,0,2.3,15.1,80,0,20,0,NA,0,NA,NA,0,20,NA,0,0,0,15,10,0,0,85,20,CEPA,ROBR,NONE,NONE,CEPA,NA,TRUE,NA,NA,NA,spring2024,NA,NA,NA,D,NA,NA,NA,NA,0,LOC,NA
257,REMO-PLANT-19,NA,SE,NA,SEGI,NA,Clump,0,2.2,10.4,85,0,15,0,NA,NA,0,NA,0,20,NA,0,0,0,20,0,0,0,30,20,CEPA,NONE,NONE,NONE,CEPA,NA,TRUE,NA,NA,NA,spring2024,NA,NA,NA,L,NA,NA,NA,NA,0.8,LOC,NA
174,REMO-PLANT-19,NA,SE,NA,SEGI,NA,Clump,0,2.7,15.4,55,0,30,0,NA,0,15,NA,NA,20,0,0,0,0,20,NA,0,0,60,20,CEPA,SEGI,NONE,NONE,CEPA,NA,TRUE,NA,NA,NA,spring2024,NA,NA,NA,L,NA,NA,NA,NA,0.7,LOC,NA
4201,REMO-PLANT-22,NA,NE,NA,PIXX,NA,Overtopped,0,1.8,13.8,85,0,15,0,NA,0,0,NA,0,20,20,0,0,0,20,0,0,0,5,30,CEPA,NONE,NONE,NONE,CEPA,SPLIT PLUG W/4382,TRUE,NA,NA,NA,spring2024,NA,NA,NA,L,NA,NA,NA,NA,3.8,NA,NA
4382,REMO-PLANT-22,NA,NE,NA,PIXX,NA,Overtopped,0,2,14.1,85,0,15,0,NA,0,0,NA,0,20,20,0,0,0,20,0,0,0,5,30,CEPA,NONE,NONE,NONE,CEPA,SPLIT PLUG W/4201,TRUE,NA,NA,NA,spring2024,NA,NA,NA,L,NA,NA,NA,NA,5.2,NA,NA
3195,REMO-PLANT-33,NA,NW,NA,SEGI,NA,Clump,0,2.5,7.1,30,0,65,0,0,5,0,100,NA,20,20,0,0,0,20,NA,0,0,60,40,CEIN,SEGI,NONE,NONE,CEIN,NA,TRUE,NA,NA,NA,spring2024,NA,NA,NA,L,NA,NA,NA,NA,1.2,NA,NA
4176,REMO-PLANT-34,NA,NW,NA,SEGI,NA,Clump,0,3.4,11,90,0,5,5,NA,0,0,NA,0,20,0,0,0,0,20,0,0,0,5,20,CECO,NONE,NONE,NONE,CECO,DEAD TOP,TRUE,NA,NA,NA,spring2024,NA,NA,NA,L,NA,NA,NA,NA,7.5,NA,NA
4900,REMO-PLANT-37,NA,NE,NA,SEGI,NA,Clump,0,1.2,8.5,85,0,15,NA,NA,0,0,NA,0,20,0,0,0,0,20,0,0,0,10,20,CECO,NONE,NONE,NONE,CEPA,NA,TRUE,NA,NA,NA,spring2024,NA,NA,NA,D,NA,NA,NA,NA,0,LOC,NA
4699,REMO-PLANT-37,NA,NW,NA,PIXX,NA,Open,0,3.7,16.1,85,0,15,0,NA,0,0,NA,0,20,5,0,0,0,5,15,0,0,45,25,CEPA,CECO,NONE,NONE,CEPA,"Y-STEM, SPLIT PLUG",TRUE,NA,NA,NA,spring2024,NA,NA,NA,L,NA,NA,NA,NA,2,NA,NA
4700,REMO-PLANT-37,NA,NW,NA,PIXX,NA,Open,0,2.8,11.5,85,0,15,0,NA,0,0,NA,0,20,5,0,0,0,5,15,0,0,45,25,CEPA,CECO,NONE,NONE,CEPA,SPLIT PLUG,TRUE,NA,NA,NA,spring2024,NA,NA,NA,L,NA,NA,NA,NA,1.3,NA,NA
4355,REMO-PLANT-37,NA,SE,NA,SEGI,NA,Clump,0,2.5,8.9,90,0,5,NA,NA,5,0,NA,NA,20,5,0,0,0,20,NA,0,0,35,25,CEPA,SEGI,NONE,NONE,CEPA,NA,TRUE,NA,NA,NA,spring2024,NA,NA,NA,L,NA,NA,NA,NA,0.9,LOC,NA
4367,REMO-PLANT-37,NA,SW,NA,SEGI,NA,Open,0,2.3,10.4,80,0,15,NA,NA,5,0,NA,0,20,5,0,0,0,20,5,0,0,40,25,CEPA,CEIN,NONE,NONE,CEPA,NA,TRUE,NA,NA,NA,spring2024,NA,NA,NA,L,NA,NA,NA,NA,0.9,LOC,NA
4368,REMO-PLANT-37,NA,SW,NA,SEGI,NA,Clump (Overtopped),depression,3,12.4,80,0,10,NA,NA,0,10,NA,0,20,10,0,0,0,20,5,0,0,75,20,CEPA,CEIN,NONE,NONE,CEPA,DEAD TOP,TRUE,NA,NA,NA,spring2024,NA,NA,NA,L,NA,NA,NA,NA,2.4,LOC,NA
15,REMO-PLANT-38,NA,SE,NA,SEGI,NA,Open,0,4.7,25,85,0,15,0,0,0,0,100,0,20,NA,0,0,0,20,0,0,0,35,20,CECO,NONE,NONE,NONE,CECO,DEAD TOP,TRUE,NA,NA,NA,spring2024,NA,NA,NA,L,NA,NA,NA,NA,0,NONLOC,NA
